2021-04-18 22:00:05.224000,13992.451,13988.989,750,750
2021-04-18 22:00:05.372000,13992.231,13989.017,750,17
2021-04-18 22:00:05.422000,13992.201,13988.809,750,750
2021-04-18 22:00:05.691000,13992.293,13988.929,750,750
2021-04-18 22:00:05.742000,13992.211,13988.959,750,750
2021-04-18 22:00:05.852000,13992.081,13988.997,750,17
2021-04-18 22:00:05.902000,13992.121,13988.679,750,750
2021-04-18 22:00:06.016000,13992.093,13988.809,750,750
2021-04-18 22:00:06.067000,13992.261,13988.769,750,750
2021-04-18 22:00:06.654000,13992.263,13989.429,750,34
2021-04-18 22:00:06.705000,13992.981,13989.429,750,750
2021-04-18 22:00:06.815000,13992.511,13989.477,750,740
2021-04-18 22:00:06.865000,13992.771,13989.289,750,750
2021-04-18 22:00:06.975000,13992.713,13989.449,750,750
2021-04-18 22:00:07.025000,13992.991,13989.409,750,750
2021-04-18 22:00:07.299000,13992.753,13989.459,750,750
2021-04-18 22:00:07.349000,13992.761,13989.279,750,750
2021-04-18 22:00:07.458000,13992.723,13989.479,750,750
2021-04-18 22:00:07.508000,13992.971,13989.499,750,750
2021-04-18 22:00:07.617000,13992.401,13989.417,750,17
2021-04-18 22:00:07.667000,13992.491,13988.959,750,750
2021-04-18 22:00:07.776000,13992.423,13989.119,750,750
2021-04-18 22:00:07.827000,13992.501,13989.079,750,750
2021-04-18 22:00:08.590000,13992.523,13989.419,750,34
2021-04-18 22:00:08.641000,13992.981,13989.699,750,750
2021-04-18 22:00:08.752000,13992.301,13989.427,750,17
2021-04-18 22:00:08.802000,13992.581,13989.029,750,750
2021-04-18 22:00:09.712000,13992.051,13989.117,750,17
2021-04-18 22:00:09.763000,13991.991,13988.589,750,750
2021-04-18 22:00:09.871000,13990.981,13988.607,750,17
2021-04-18 22:00:09.921000,13990.971,13987.699,750,750
2021-04-18 22:00:10.428000,13990.691,13987.447,750,740
2021-04-18 22:00:10.478000,13990.741,13987.279,750,750
2021-04-18 22:00:10.589000,13989.181,13987.277,750,17
2021-04-18 22:00:10.639000,13989.001,13985.809,750,750
2021-04-18 22:00:11.299000,13988.941,13985.807,750,17
2021-04-18 22:00:11.349000,13988.911,13985.409,750,750
2021-04-18 22:00:11.468000,13988.621,13985.417,750,17
2021-04-18 22:00:11.518000,13988.641,13985.149,750,750
2021-04-18 22:00:11.620000,13988.431,13985.107,750,740
2021-04-18 22:00:11.670000,13988.441,13985.009,750,750
2021-04-18 22:00:11.780000,13988.203,13985.289,750,34
2021-04-18 22:00:11.830000,13988.541,13985.009,750,750
2021-04-18 22:00:12.101000,13988.061,13985.077,750,17
2021-04-18 22:00:12.151000,13988.061,13984.789,750,750
2021-04-18 22:00:12.447000,13988.013,13986.439,750,34
2021-04-18 22:00:12.497000,13989.701,13986.499,750,750
2021-04-18 22:00:12.610000,13989.141,13986.477,750,17
2021-04-18 22:00:12.660000,13989.161,13985.669,750,750
2021-04-18 22:00:12.766000,13989.123,13986.219,750,34
2021-04-18 22:00:12.817000,13989.741,13986.229,750,750
2021-04-18 22:00:12.927000,13989.241,13986.287,750,17
2021-04-18 22:00:12.977000,13989.001,13985.989,750,750
2021-04-18 22:00:13.248000,13989.051,13985.747,750,740
2021-04-18 22:00:13.299000,13988.991,13985.589,750,750
2021-04-18 22:00:13.723000,13989.043,13985.819,750,34
2021-04-18 22:00:13.773000,13989.231,13985.759,750,750
2021-04-18 22:00:13.883000,13988.621,13985.787,750,17
2021-04-18 22:00:13.933000,13988.651,13985.119,750,750
2021-04-18 22:00:14.043000,13988.411,13985.167,750,740
2021-04-18 22:00:14.093000,13988.391,13984.919,750,750
2021-04-18 22:00:14.204000,13988.051,13984.987,750,17
2021-04-18 22:00:14.254000,13987.811,13984.589,750,750
2021-04-18 22:00:14.364000,13987.791,13984.517,750,17
2021-04-18 22:00:14.414000,13987.771,13984.259,750,750
2021-04-18 22:00:14.523000,13986.991,13984.257,750,17
2021-04-18 22:00:14.574000,13986.811,13983.529,750,750
2021-04-18 22:00:14.683000,13987.063,13984.789,750,34
2021-04-18 22:00:14.733000,13988.271,13984.719,750,750
2021-04-18 22:00:14.845000,13987.641,13984.727,750,17
